Study;Subsample;Clusters;Pairs;Measure;MonoN;MonoMean;MonoSD;BiN;BiMean;BiSD;Year_0f_Publication;Peer;Country;Sample description;L1;L2;LanguagePair;AgeGroup;B_AgeM;B_AgeSD;M_AgeM;M_AgeSD;AoA_early;AoA_child;Prof_L2;Immigrant;IQ_match;Educ_match;Vocab_match;Stimuli;StimulusMaterial;TestingLanguage;Task;Domain;TaskMeasure;MeasureType;TaskVersion;RT/ACC;Reverse 
Bennett (2012);8;10;14;8;22;28,68;12,6;30;38,9;8,76;2012;other;USA;University students;ENG;SPA;EngSpa;younger;21,18;4,87;19,6;1,33;other;child;NA;Two;3;1;NA;Letters BCT (L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Bennett (2012);8;10;14;872;22;45,41;12,03;30;56,77;9,77;2012;other;USA;University students;ENG;SPA;EngSpa;younger;21,18;4,87;19,6;1,33;other;child;NA;Two;3;1;NA;Letters and numbers ;V;0;TrailMaking;Shifting;TrailShifting;TrailB;TrailMaking;3;reversed
Hermans (2012);1;88;106;389;12;-6,6;56,44;18;31;58,81;2012;other;AUS;Adults;DUT;ENG;EngDut;younger;44,83;5,12;46;5,48;NA;NA;high;One;NA;1;2;2 colours;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Hermans (2012);1;88;106;530;18;8,29;1,99;12;7,7;2;2012;other;AUS;Adults;DUT;ENG;EngDut;younger;44,83;5,12;46;5,48;NA;NA;high;One;NA;1;2;Digits (DUT/L1);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Hermans (2012);2;88;107;390;19;25,4;68,69;21;46,1;66,68;2012;other;AUS;Older adults;DUT;ENG;EngDut;older;64,48;7,22;63,42;2,95;NA;NA;high;One;NA;1;1;2 colours;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Hermans (2012);2;88;107;531;21;6,4;1,5;19;5,95;2,12;2012;other;AUS;Older adults;DUT;ENG;EngDut;older;64,48;7,22;63,42;2,95;NA;NA;high;One;NA;1;1;Digits (DUT/L1);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Hermans (2012);3;88;108;391;13;46,52;60,48;25;37,41;82,87;2012;other;AUS;Older adults;DUT;ENG;EngDut;older;78,92;4,34;76,38;5,24;NA;NA;high;One;NA;1;1;2 colours;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Hermans (2012);3;88;108;532;25;6,46;1,96;13;4,96;1,49;2012;other;AUS;Older adults;DUT;ENG;EngDut;older;78,92;4,34;76,38;5,24;NA;NA;high;One;NA;1;1;Digits (DUT/L1);V;1;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Kousaie & Phillips (2012);1;105;129;211;24;68,6;24,2;26;66,28;29,43;2012;peer;CAN;University students;ENG;FRE;EngFre;younger;24,5;3,4;23,8;4,7;other;child;high;Three;NA;1;1;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Kousaie & Phillips (2012);1;105;129;398;24;36,61;12,39;26;41,35;13,48;2012;peer;CAN;University students;ENG;FRE;EngFre;younger;24,5;3,4;23,8;4,7;other;child;high;Three;NA;1;1;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Kousaie & Phillips (2012);1;105;129;725;25;51,87;20,55;26;55,27;26,1;2012;peer;CAN;University students;ENG;FRE;EngFre;younger;24,5;3,4;23,8;4,7;other;child;high;Three;NA;1;1;Words (ENG/L1);V;1;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Marzecova et al. (2012);1;133;168;244;17;33;20;18;48;15;2012;peer;POL;Young adults;POL;> 2;other;younger;23,5;NA;20;NA;early;child;high;One;2;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;LANT;1;
Marzecova et al. (2012);1;133;168;247;17;127;63;18;158;74;2012;peer;POL;Young adults;POL;> 2;other;younger;23,5;NA;20;NA;early;child;high;One;2;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;LANT;1;
Marzecova et al. (2012);1;133;168;245;17;96;25,48;18;74;23,6;2012;peer;POL;Young adults;POL;> 2;other;younger;23,5;NA;20;NA;early;child;high;One;2;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;LANT;1;
Marzecova et al. (2012);1;133;168;246;17;649;52;18;641;64;2012;peer;POL;Young adults;POL;> 2;other;younger;23,5;NA;20;NA;early;child;high;One;2;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;LANT;1;
Pelham (2012);1;151;191;69;56;18,24;4,49;54;18,35;3,21;2012;other;USA;University students;ENG;SPA;EngSpa;younger;20,11;1,96;19,15;2,05;early;child;high;NA;NA;2;3;Animals, occupations, fruits & vegetables (dominant language, no information on L1/L2);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Pelham (2012);1;151;191;296;56;12,81;5,19;54;12,07;3,19;2012;other;USA;University students;ENG;SPA;EngSpa;younger;20,11;1,96;19,15;2,05;early;child;high;NA;NA;2;3;Letters PEM (dominant language, no information on L1/L2);V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Pelham (2012);1;151;191;356;54;748,26;98,09;56;715,91;98,09;2012;other;USA;University students;ENG;SPA;EngSpa;younger;20,11;1,96;19,15;2,05;early;child;high;NA;NA;2;3;High or low tone;NV;NA;Simon;Inhibition;SimonInhibition;Incongruent;AuditorySimon;1;
Pelham (2012);1;151;191;357;54;717,38;103,46;56;680,86;79,6;2012;other;USA;University students;ENG;SPA;EngSpa;younger;20,11;1,96;19,15;2,05;early;child;high;NA;NA;2;3;High or low tone;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;AuditorySimon;1;
Pelham (2012);2;151;192;70;30;18,9;6,02;54;18,35;3,21;2012;other;USA;University students;ENG;SPA;EngSpa;younger;22,37;3,31;19,15;2,05;other;other;high;NA;NA;2;1;Animals, occupations, fruits & vegetables (dominant language, no information on L1/L2) ;V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Pelham (2012);2;151;192;297;30;14,07;5,84;54;12,07;3,19;2012;other;USA;University students;ENG;SPA;EngSpa;younger;22,37;3,31;19,15;2,05;other;other;high;NA;NA;2;1;Letters PEM (dominant language, no information on L1/L2);V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Pelham (2012);2;151;192;358;54;748,26;98,09;30;714,55;92,01;2012;other;USA;University students;ENG;SPA;EngSpa;younger;22,37;3,31;19,15;2,05;other;other;high;NA;NA;2;1;High or low tone;NV;NA;Simon;Inhibition;SimonInhibition;Incongruent;AuditorySimon;1;
Pelham (2012);2;151;192;359;54;717,38;103,46;30;682,89;92,87;2012;other;USA;University students;ENG;SPA;EngSpa;younger;22,37;3,31;19,15;2,05;other;other;high;NA;NA;2;1;High or low tone;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;AuditorySimon;1;
Schroeder & Marian (2012);1;183;231;442;18;51;24;18;23;51;2012;peer;USA;Older adults;ENG;> 2;other;older;80,6;4,4;80,9;4,5;other;other;high;One;1;1;1;2 colours/rectangles;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Schroeder & Marian (2012);1;183;231;443;18;598;76;18;620;57;2012;peer;USA;Older adults;ENG;> 2;other;older;80,6;4,4;80,9;4,5;other;other;high;One;1;1;1;2 colours/rectangles;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Yoo & Kaushanskaya (2012);1;214;271;21;21;0,88;0,25;23;1,16;0,37;2012;peer;USA;Young adults;ENG;KOR;EngKor;younger;28,43;5,49;24,58;6,56;other;other;other;One;1;NA;3;Words (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;All;WordSpan;2;reversed
Yoo & Kaushanskaya (2012);1;214;271;21;21;0,47;0,09;23;0,41;0,12;2012;peer;USA;Young adults;ENG;KOR;EngKor;younger;28,43;5,49;24,58;6,56;other;other;other;One;1;NA;3;Words (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;All;WordSpan;2;reversed
Yoo & Kaushanskaya (2012);1;214;271;602;21;-0,34;0,89;23;0,36;1;2012;peer;USA;Young adults;ENG;KOR;EngKor;younger;28,43;5,49;24,58;6,56;other;other;other;One;1;NA;3;Words (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Yoo & Kaushanskaya (2012);1;214;271;603;21;0,17;1,02;23;-0,17;0,98;2012;peer;USA;Young adults;ENG;KOR;EngKor;younger;28,43;5,49;24,58;6,56;other;other;other;One;1;NA;3;Words (ENG/L2);V;2;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Batres (2013);1;9;12;680;48;168,01;85,88;48;162,71;80,47;2013;other;USA;University students;ENG;SPA;EngSpa;younger;19,71;1,69;20,69;4,01;early;child;high;Two;NA;1;3;Words (ENG, L1/L2);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Batres (2013);1;9;12;870;48;800,89;151,04;48;889,12;179,04;2013;other;USA;University students;ENG;SPA;EngSpa;younger;19,71;1,69;20,69;4,01;early;child;high;Two;NA;1;3;Numbers and letters;V;0;TrailMaking;Shifting;TrailShifting;TrailB;TrailMaking;1;
Batres (2013);1;9;12;879;48;12,01;3,19;48;11,53;4,39;2013;other;USA;University students;ENG;SPA;EngSpa;younger;19,71;1,69;20,69;4,01;early;child;high;Two;NA;1;3;Cards with shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;PerseverativeErr;WisconsinCardSorting;3;
Blumenfeld & Marian (2013);1;34;42;638;30;462,9;55,32;15;447,2;55,38;2013;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6,2;21,4;3,83;early;child;high;NA;1;NA;1;Arrows;NV;NA;Stroop;Inhibition;StroopInhibition;Incongruent;SpatialStroop;1;
Blumenfeld & Marian (2013);1;34;42;637;30;416;49,3;15;413,8;49,19;2013;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6,2;21,4;3,83;early;child;high;NA;1;NA;1;Arrows;NV;NA;Stroop;Monitoring;StroopMonitoring;GlobalRT;SpatialStroop;1;
Blumenfeld & Marian (2013);1;34;42;501;15;17,5;2,32;30;17,5;2,19;2013;peer;USA;Young adults;ENG;SPA;EngSpa;younger;24;6,2;21,4;3,83;early;child;high;NA;1;NA;1;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;All;DigitSpan;3;reversed
Blumenfeld & Marian (2013);2;34;43;640;30;462,9;55,32;16;461;55,2;2013;peer;USA;Young adults;ENG;SPA;EngSpa;younger;20,3;6,2;21,4;3,83;early;child;other;NA;1;NA;1;Arrows;NV;NA;Stroop;Inhibition;StroopInhibition;Incongruent;SpatialStroop;1;
Blumenfeld & Marian (2013);2;34;43;639;30;416;49,3;16;411,3;49,2;2013;peer;USA;Young adults;ENG;SPA;EngSpa;younger;20,3;6,2;21,4;3,83;early;child;other;NA;1;NA;1;Arrows;NV;NA;Stroop;Monitoring;StroopMonitoring;GlobalRT;SpatialStroop;1;
Blumenfeld & Marian (2013);2;34;43;502;16;17,8;2,8;30;17,5;2,19;2013;peer;USA;Young adults;ENG;SPA;EngSpa;younger;20,3;6,2;21,4;3,83;early;child;other;NA;1;NA;1;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;All;DigitSpan;3;reversed
Bogulski (2013);1;40;49;234;20;41;25;18;48;19;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;21,8;2,7;22,1;3,7;other;other;NA;Three;NA;NA;2;Chevrons, diamonds, and Xs;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Bogulski (2013);1;40;49;261;18;94;6;20;91;8;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;21,8;2,7;22,1;3,7;other;other;NA;Three;NA;NA;2;Chevrons, diamonds, and Xs;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNoGoFlanker;2;reversed
Bogulski (2013);1;40;49;235;20;533;72;18;510;60;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;21,8;2,7;22,1;3,7;other;other;NA;Three;NA;NA;2;Chevrons, diamonds, and Xs;NV;NA;Flanker;Monitoring;GoNogoMonitoring;GlobalRT;GoNogoFlanker;1;
Bogulski (2013);1;40;49;97;18;49,9;6,4;20;44,8;8,8;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;21,8;2,7;22,1;3,7;other;other;NA;Three;NA;NA;2;Arithmetic equations and words (ENG/L1);V;1;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Bogulski (2013);2;40;50;236;20;41;25;12;31;20;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;23,5;6,2;22;3,7;other;other;NA;Three;NA;NA;2;Chevrons, diamonds, and Xs;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Bogulski (2013);2;40;50;262;12;91;9;20;91;8;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;23,5;6,2;22;3,7;other;other;NA;Three;NA;NA;2;Chevrons, diamonds, and Xs;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNoGoFlanker;2;reversed
Bogulski (2013);2;40;50;237;20;533;72;12;530;86;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;23,5;6,2;22;3,7;other;other;NA;Three;NA;NA;2;Chevrons, diamonds, and Xs;NV;NA;Flanker;Monitoring;GoNogoMonitoring;GlobalRT;Flanker;1;
Bogulski (2013);2;40;50;98;12;49,5;8,3;20;44,8;8,8;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;23,5;6,2;22;3,7;other;other;NA;Three;NA;NA;2;Arithmetic equations and words (ENG/L1);V;1;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Bogulski (2013);3;41;51;99;14;54,5;3,7;17;45,6;8,4;2013;other;USA;Adults from a university campus or the outlying areas of the university;ENG;SPA;EngSpa;younger;24,6;6,1;22,4;5,3;other;other;NA;Two;NA;NA;2;Arithmetic equations and words (ENG/L1);V;1;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Coderre et al. (2013);1;52;66;699;23;57;48,4;22;40;52,3;2013;peer;ENG/CHI;University students;ENG;MAN;EngChi;younger;21;1,6;23;4,1;other;other;other;NA;NA;1;NA;Words (CHI/L1);V;1;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Coderre et al. (2013);1;52;66;700;23;572,9;119,8;22;557,5;92,4;2013;peer;ENG/CHI;University students;ENG;MAN;EngChi;younger;21;1,6;23;4,1;other;other;other;NA;NA;1;NA;Words (CHI/L1);V;1;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
Coderre et al. (2013);2;52;67;701;23;57;48,4;15;56,1;34,9;2013;peer;ENG/CHI;University students;ENG;MAN;EngChi;younger;21,8;2,4;23;4,1;other;other;other;NA;NA;1;NA;Words (ENG/L1);V;1;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Coderre et al. (2013);2;52;67;702;23;572,9;119,8;15;575,4;94,7;2013;peer;ENG/CHI;University students;ENG;MAN;EngChi;younger;21,8;2,4;23;4,1;other;other;other;NA;NA;1;NA;Words (ENG/L1);V;1;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
Dana-Gordon (2013);1;60;75;253;19;0,3;0,5;19;0,5;1,4;2013;other;FRA;Adults;FRE;ENG;EngFre;younger;32,4;12,3;33,9;8,7;early;child;high;NA;1;1;NA;Abstract figures;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNogo;2;
Dana-Gordon (2013);1;60;75;254;19;0,7;1,1;19;0,7;0,9;2013;other;FRA;Adults;FRE;ENG;EngFre;younger;32,4;12,3;33,9;8,7;early;child;high;NA;1;1;NA;Words (no information on L1/L2);V;0;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNogo;2;
Dana-Gordon (2013);1;60;75;464;19;28,2;2,8;19;26,4;2,7;2013;other;FRA;Adults;FRE;ENG;EngFre;younger;32,4;12,3;33,9;8,7;early;child;high;NA;1;1;NA;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;All;Corsi;3;reversed
Dana-Gordon (2013);2;61;76;256;19;0,8;1,1;20;0,78;0,91;2013;other;FRA;Younger adults;FRE;ENG;EngFre;younger;NA;NA;NA;NA;early;child;high;NA;1;1;NA;Words (no information on L1/L2);V;0;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNogo;2;
Dana-Gordon (2013);2;61;76;255;19;0,3;0,47;20;0,31;0,94;2013;other;FRA;Younger adults;FRE;ENG;EngFre;younger;NA;NA;NA;NA;early;child;high;NA;1;1;NA;Abstract figures;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNogo;2;
Dana-Gordon (2013);2;61;76;465;19;85,05;8,93;20;81,35;8,41;2013;other;FRA;Younger adults;FRE;ENG;EngFre;younger;NA;NA;NA;NA;early;child;high;NA;1;1;NA;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;All;Corsi;3;reversed
Dana-Gordon (2013);3;62;77;258;10;0,5;0,7;10;0,3;0,67;2013;other;FRA;Middle-aged adults;FRE;ENG;EngFre;younger;NA;NA;NA;NA;early;child;high;NA;1;1;NA;Words (no information on L1/L2);V;0;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNogo;2;
Dana-Gordon (2013);3;62;77;257;10;0,3;0,67;10;0,9;1,59;2013;other;FRA;Middle-aged adults;FRE;ENG;EngFre;younger;NA;NA;NA;NA;early;child;high;NA;1;1;NA;Abstract figures;NV;NA;GoNogo;Inhibition;GoNogoInhibition;AccNogo;GoNogo;2;
Dana-Gordon (2013);3;62;77;466;10;85,7;6,68;10;78,6;8,14;2013;other;FRA;Middle-aged adults;FRE;ENG;EngFre;younger;NA;NA;NA;NA;early;child;high;NA;1;1;NA;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;All;Corsi;3;reversed
Gold et al. (2013);1;77;95;776;15;856;147;15;829;194;2013;peer;USA;Community-dwelling participants;ENG;NA;other;older;64,1;4,4;63,3;3,8;NA;NA;high;One;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;GlobalRT;ColorShape;1;
Gold et al. (2013);1;77;95;775;15;152,1;72,9;15;102,2;74,8;2013;peer;USA;Community-dwelling participants;ENG;NA;other;older;64,1;4,4;63,3;3,8;NA;NA;high;One;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Gold et al. (2013);1;77;95;525;15;9,87;1,9;15;9,27;1,6;2013;peer;USA;Community-dwelling participants;ENG;NA;other;older;64,1;4,4;63,3;3,8;NA;NA;high;One;1;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Gold et al. (2013);1;77;95;524;15;6,3;1,8;15;6,47;1,6;2013;peer;USA;Community-dwelling participants;ENG;NA;other;older;64,1;4,4;63,3;3,8;NA;NA;high;One;1;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Gold et al. (2013);2;78;96;778;20;764;158;20;752;160;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;younger;31,6;4,3;32,2;3,3;NA;NA;high;One;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;GlobalRT;ColorShape;1;
Gold et al. (2013);2;78;96;777;20;74;70;20;88;49;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;younger;31,6;4,3;32,2;3,3;NA;NA;high;One;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Gold et al. (2013);2;78;96;527;20;10,3;3,1;20;10,4;2,8;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;younger;31,6;4,3;32,2;3,3;NA;NA;high;One;1;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Gold et al. (2013);2;78;96;526;20;10,8;2,4;20;10,7;2,5;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;younger;31,6;4,3;32,2;3,3;NA;NA;high;One;1;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Gold et al. (2013);3;79;97;780;20;906;168;20;876;182;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;older;63,9;4;64,4;5,1;NA;NA;high;One;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;GlobalRT;ColorShape;1;
Gold et al. (2013);3;79;97;779;20;178;99;20;114;102;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;older;63,9;4;64,4;5,1;NA;NA;high;One;1;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Gold et al. (2013);3;79;97;528;20;9,7;2,1;20;10,6;2;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;older;63,9;4;64,4;5,1;NA;NA;high;One;1;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Gold et al. (2013);3;79;97;529;20;10,5;3,2;20;10,5;2,1;2013;peer;USA;Community-dwelling participants;ENG;> 2;other;older;63,9;4;64,4;5,1;NA;NA;high;One;1;1;NA;Digits (no information on L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Gutierrez (2013);1;84;102;139;120;34,32;26,15;120;34,58;24,21;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Gutierrez (2013);1;84;102;140;120;56,03;33,52;120;52,29;31,19;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Gutierrez (2013);1;84;102;141;120;126,12;53,5;120;124,17;50,03;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Gutierrez (2013);1;84;102;666;120;59,2;43,29;120;62,07;58,15;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Arrows;NV;NA;Stroop;Inhibition;StroopInhibition;Effect;SpatialStroop;1;
Gutierrez (2013);1;84;102;142;120;593,8;76,2;60;591,72;99,37;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Gutierrez (2013);1;84;102;784;120;285,03;149,37;120;316,22;178,11;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Gutierrez (2013);1;84;102;783;120;148,26;108,25;120;152;119,39;2013;other;USA;Mostly young adults;ENG;SPA;EngSpa;younger;21,7;5,8;21,3;3,8;other;child;NA;One;NA;1;NA;Colour/shape;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Hernandez et al. (2013);1;90;110;786;50;824;155;50;789;129;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20;NA;19,9;NA;early;child;high;Three;1;1;NA;Colour/shape 1;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;ColorShape;1;
Hernandez et al. (2013);1;90;110;785;50;182;138,87;50;162;139,81;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20;NA;19,9;NA;early;child;high;Three;1;1;NA;Colour/shape 1;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Hernandez et al. (2013);2;91;111;788;37;809;119;37;825;140;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,6;NA;21,2;NA;early;child;high;Three;1;1;NA;Colour/shape 1;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;ColorShape;1;
Hernandez et al. (2013);2;91;111;787;37;37;93,43;37;43;110,42;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,6;NA;21,2;NA;early;child;high;Three;1;1;NA;Colour/shape 1;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
Hernandez et al. (2013);3;92;112;13;21;579;105;20;479;102;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,4;NA;20,6;NA;early;child;high;Three;1;1;NA;Picture/shape 2;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;PictureShape;1;
Hernandez et al. (2013);3;92;112;13;21;595;126;20;501;81;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,4;NA;20,6;NA;early;child;high;Three;1;1;NA;Picture/shape 2;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;PictureShape;1;
Hernandez et al. (2013);3;92;112;13;21;687;137;20;573;143;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,4;NA;20,6;NA;early;child;high;Three;1;1;NA;Picture/shape 2;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;Repetition;PictureShape;1;
Hernandez et al. (2013);3;92;112;14;21;33;49;20;23;31;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,4;NA;20,6;NA;early;child;high;Three;1;1;NA;Picture/shape 2;NV;NA;TaskSwitching;Shifting;TShifting;SCost;PictureShape;1;
Hernandez et al. (2013);3;92;112;14;21;13;37;20;8;25;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,4;NA;20,6;NA;early;child;high;Three;1;1;NA;Picture/shape 2;NV;NA;TaskSwitching;Shifting;TShifting;SCost;PictureShape;1;
Hernandez et al. (2013);3;92;112;14;21;71;82;20;75;64;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,4;NA;20,6;NA;early;child;high;Three;1;1;NA;Picture/shape 2;NV;NA;TaskSwitching;Shifting;TShifting;SCost;PictureShape;1;
Hernandez et al. (2013);4;93;113;789;39;130;66;38;143;60;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;19,9;NA;19,8;NA;early;child;high;Three;1;1;NA;Colour/shape 3;NV;NA;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;ColorShape;1;
Hernandez et al. (2013);4;93;113;790;39;165;78;38;164;84;2013;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;19,9;NA;19,8;NA;early;child;high;Three;1;1;NA;Colour/shape 3;NV;NA;TaskSwitching;Shifting;TShifting;SCost;ColorShape;1;
